mof_name,mof_type,nco2_max,eads_min,eads_mean,n_configs
JOKYEN_0.03_0,defective,1,-0.238827009999941,-0.1654168658924416,521
JOQSOZ,pristine,1,-0.07036015999998213,0.002386566170257407,423
JOQSOZ_0.12_0,defective,1,0.0488844500001413,0.18800122099115804,787
JOYKUF_tmen_100,functionalized,1,-0.18290025999946025,-0.12799694309188886,152
KASRAZ,pristine,1,0.4911856500001157,0.6310373459079059,716
KINNIG,pristine,1,0.06132771000000048,0.09766587495915689,367
KOSMAI,pristine,1,-0.29298772999996814,-0.06991301659879592,344
KOSMAI_0.08_0,defective,1,-0.2626052800004892,-0.15425215454975003,677
KOSMAI_0.16_0,defective,1,0.018521649999993173,0.1120813155396167,417
KUQXIE,pristine,1,-0.04698421999998814,0.0018048964604064448,404
LAGQOB,pristine,1,-0.2383252600000425,-0.13446406076180367,827
LASREF_deen_25,functionalized,1,-0.24921511999983537,0.19702832367726245,2143
LASREF_mden_41,functionalized,1,0.03852442000001233,0.18443247693996753,1183
LASREF_mden_66,functionalized,1,-0.035716609999926874,0.20766146629484059,1622
LAWGIA,pristine,1,-0.206194270000001,-0.16862503366832102,199
LAWGIA_0.04_0,defective,1,-0.19081663000011773,-0.025148803184319692,716
LAWGIA_0.08_0,defective,1,-0.13552439999981303,-0.08258235655903014,186
LAWGIA_0.16_0,defective,1,0.557395579999902,0.6031420882389403,159
LAZJAZ_SL,pristine,1,-0.22556266999993113,-0.14152864357969624,947
LEDHEJ,pristine,1,-0.27250709999987066,-0.19089147316151586,718
LUKLIN_tmen_25,functionalized,1,-0.046850899999444806,0.1455735561376737,277
LUMYEZ,pristine,1,-0.19608134000000987,-0.12583365777546784,499
LUMYEZ_0.08_0,defective,1,-0.2949269199999982,-0.18660495081857825,965
LUMYEZ_0.08_1,defective,1,-0.16954546999992104,-0.03012081231991661,1000
LUSHOX02_0.06_0,defective,1,-0.2329222500001471,-0.16209714647430104,485
MALROJ_0.11_0_en_94,functionalized,1,0.029109909999387895,0.2703356499279102,1259
MIMSUY_0.04_0_dmen_22,functionalized,1,-0.2736067200000072,-0.1256880017628101,573
MIMSUY_0.04_1_mden_33,functionalized,1,-0.17403788000016007,0.0012345663476219188,449
MINCUJ,pristine,1,0.021361370000331448,0.10247708139757221,458
NALYEG_linker_0_16,functionalized,1,-0.057079009999938535,0.15915124113640006,396
NARPUU,pristine,1,-0.2530823900000634,-0.055577704904939684,736
NESVAK_charged,pristine,1,0.24831054999989632,0.3971317464815939,432
NOKLIJ_0.08_0_deen_9.0,functionalized,1,-0.18946498999995143,-0.1212632030137047,365
NOKLIJ_0.08_0_tmen_4.5,functionalized,1,-0.16849006999987992,-0.08883491219330159,424
NOKLIJ_0.11_0_en_37,functionalized,1,-0.2850331100000041,-0.19335379169694844,660
OGEBAF01_een_22,functionalized,1,-0.23883867999998998,-0.10759085511707944,256
OGEBAF01_een_27,functionalized,1,-0.2920050299996184,-0.061184417439744766,539
OGEBAF01_en_22,functionalized,1,-0.27806380999996705,-0.037693208913928494,534
OQIQOW,pristine,1,-0.35677492000005273,-0.1619700810931392,1363
OYERER,pristine,1,-0.19351513999996328,-0.09700639575983405,283
OYUSAD_charged,pristine,1,-0.2740050399999383,-0.17414530512397192,484
OYUSAD_charged_0.12_0,defective,1,-0.17148138000007762,0.07333089200878083,906
PAJSAX_0.02_0_ipen_100,functionalized,1,-0.23806307999999277,-0.11366470515531739,386
PIBPIA_ipen_25,functionalized,1,-0.22532061000007175,-0.07362992343104405,341
PIBPIA_mmen_12,functionalized,1,-0.21909100999997477,-0.08525210552757519,237
PIHNUQ,pristine,1,-0.2592493699999068,-0.207114397598782,683
PULMIU,pristine,1,0.39591198000047356,0.4682363658001636,150
QISNAJ,pristine,1,0.3984430599999449,0.5895344064166218,720
QITYOI,pristine,1,0.42734536999997985,0.5456103046080469,1365
RAVVUH_0.16_0_eeen_16,functionalized,1,-0.343168990000013,-0.13585263700832464,361
RAVVUH_0.16_0_tmen_50,functionalized,1,-0.43178777999984064,-0.25209769125707965,883
RAVWES_0.16_0_een_8.3,functionalized,1,-0.3919216199998665,-0.21304234678132944,904
RAVXAP_ipen_83,functionalized,1,0.11961808999998524,0.3144125897334269,638
RILVOZ,pristine,1,0.06241930000010143,0.10224083891950514,546
SAHYIL_charged,pristine,1,-0.14414719000038545,0.009747687767682709,878
SOCLAZ,pristine,1,-0.33195515000003084,-0.2523083475025272,1001
SODZIV,pristine,1,-0.28916606999965566,-0.15161792383917747,909
SODZIV_0.04_0,defective,1,-0.11748426999989547,0.040176471161373815,818
SODZIV_0.08_0,defective,1,-0.3115289599997233,-0.20011314623712687,1374
SODZIV_0.08_1,defective,1,-0.34207943999982504,-0.17826623687977208,1048
TADYEE,pristine,1,-0.031400489999814596,0.1680080938114297,976
TASXIW,pristine,1,-0.24586726999988073,-0.14830900950273657,563
TASXIW_0.12_2,defective,1,0.3791674400000282,0.48038937545454546,385
TIXCIO,pristine,1,-0.2790699199999018,-0.205759503146855,286
TIXCIO_0.06_0,defective,1,-0.2773399899998914,-0.1813644330251887,357
TIXCIO_0.12_0,defective,1,-0.21754844000011886,-0.09249325683178772,666
TUMQID,pristine,1,-0.4343137300000173,-0.2878895425523853,1575
TUMQID_0.12_0,defective,1,-0.2680945799999428,-0.05869509708959677,2041
UGOSOY_charged,pristine,1,-0.3350405499999489,-0.18129591399462813,373
UTEXIB,pristine,1,-0.2602585300002467,-0.19424970983923895,435
UTEXIB_0.12_0,defective,1,-0.2796948299998441,-0.054586184288949915,1336
VAXMUF,pristine,1,-0.18984950999996286,0.39534940260735846,1630
VEGMOK_charged,pristine,1,-0.38513573000014745,-0.23974934998437536,1276
VEGMOK_charged_0.06_0,defective,1,-0.16176479999981908,-0.06554931592020508,902
VEGMOK_charged_0.12_0,defective,1,-0.2922250999999143,-0.1345242383978278,955
VIWZOR,pristine,1,-0.2067434600000162,-0.08726923317851475,840
VUGXAY,pristine,1,-0.29534387999993683,-0.1792031150569186,1054
VUGXIG,pristine,1,-0.2446107700000404,-0.15881110804933996,487
VUHJAK,pristine,1,-0.025917850000187315,0.06387048983566593,1035
VUHJAK_0.08_0,defective,1,-0.405646769999894,-0.11189963061319995,946
VUQKOI,pristine,1,-0.21825960000015598,-0.13198427186267997,757
WAMREJ_mden_87,functionalized,1,-0.2267078699998457,0.06503496241027,502
WUTBOC,pristine,1,-0.226744000000199,-0.20632966695644245,69
XAFFOB,pristine,1,-0.1722260700002245,-0.0374699289511771,143
XAHPIH_mden_50,functionalized,1,-0.209637730000086,-0.13114596596894676,258
XEHSIN,pristine,1,-0.3315810599999942,-0.23673929748753422,800
XEHSIN_0.01_0,defective,1,-0.3373852299997999,-0.2216013549193465,870
XEHSIN_0.02_0,defective,1,-0.21208126999991705,-0.12390861707421762,646
XEHSIN_0.04_0,defective,1,-0.2587739899998951,-0.19597266664733803,865
XIGFOJ_manual_0.08_0_en_100,functionalized,1,-0.1451674800002003,-0.07588210761703458,235
XIGFOJ_manual_deen_100,functionalized,1,-0.22730199000003282,-0.07916350056474077,602
XIHRIQ,pristine,1,0.17033626000008084,0.2687360831386204,599
XOGXAU,pristine,1,-0.30136379999990837,-0.10547288670423757,886
XOVVEK,pristine,1,0.2504029000000081,0.3305721007456873,1046
XUKLAS,pristine,1,-0.07622841999992502,0.030412529161071903,1335
XUKLAS_0.16_0,defective,1,0.5232627600000477,0.6354748126333113,1257
YEFNOM,pristine,1,-0.1948973899999693,-0.1725685218407912,201
YEGKOM,pristine,1,-0.3261989000000405,-0.2889021211085966,442
YIWBEN,pristine,1,-0.25311922999995673,-0.13531732181255857,960
YIWBEN_0.06_0,defective,1,-0.2959597299997405,-0.18687317885031723,696
YIWBEN_0.12_0,defective,1,0.013098789999585136,0.09486091188327524,515
YIWBEN_0.12_1,defective,1,-0.088065919999881,0.015643492055357026,905
YUXQIS_0.08_0_een_100,functionalized,1,-0.12090062999996931,0.020632393206131323,655
ZAGHAT,pristine,1,-1.2316721300000246,-0.21327342742204503,834
cg500121f_si_004,pristine,1,-0.2614262800000233,-0.18946444189047992,730
cm503311x_aloh400K,pristine,1,-0.057354829999983536,0.03815899325757036,132
ic402058f_si_002,pristine,1,0.05854170000005965,0.26199112198259505,1599
ic502643m_si_007_eeen_100,functionalized,1,-0.09213505999983695,0.3259507755114303,1662
ja300034j_si_002_0.16_0_mmen_18,functionalized,1,-0.25624389999976316,-0.12713225403605402,664
ja300034j_si_002_eeen_16,functionalized,1,-0.12041708999996459,-0.015020726963698099,909
ja300034j_si_002_eeen_50,functionalized,1,-0.23845604999996795,-0.14633747551349982,370
ja506357n_si_002,pristine,1,-0.268794979999857,-0.14891865835819038,1133
ja506357n_si_002_0.06_0,defective,1,-0.3587462499996583,-0.20438831749279715,1057
ja506357n_si_002_0.12_0,defective,1,-0.32397695999990006,-0.1889343666165716,866
ja5b02897_si_003_0.08_0_en_12,functionalized,1,0.5576379500001529,0.6641213287875153,668
jz4002345_si_002,pristine,1,-0.2612813199999984,-0.18737858981340164,268
jz4002345_si_002_0.08_0,defective,1,-0.24035706999999107,-0.16955035187017387,508
jz4002345_si_002_0.16_0,defective,1,-0.3360031000000028,-0.22031024735848698,583
