split,chunk_file,mof_name,sample_name,energy_ads_corrected,n_atoms
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05029134824872017,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05095095932483673,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.0516287200152874,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05222510173916817,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05289733037352562,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05357130989432335,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.054372478276491165,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05484610050916672,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05495226010680199,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05545185133814812,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.055830780416727066,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05628252029418945,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.05662142112851143,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_1,-0.0570790097117424,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.49408018589019775,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.48011404275894165,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.46808937191963196,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.46722930669784546,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.465396523475647,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.46781957149505615,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.46486592292785645,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4643670618534088,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.46253612637519836,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.45988285541534424,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.45761796832084656,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4568325877189636,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.45439612865448,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.45392611622810364,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4528951644897461,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4507022798061371,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.45042896270751953,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4499317705631256,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44890090823173523,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44739243388175964,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4458957314491272,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44430091977119446,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44372889399528503,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4424873888492584,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44237202405929565,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.44206446409225464,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4412297010421753,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4392054080963135,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43744251132011414,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43581682443618774,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4334733784198761,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43182966113090515,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43168383836746216,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4302994906902313,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42823725938796997,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4267493486404419,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4264899492263794,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42564189434051514,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4253949224948883,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4248644709587097,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43237701058387756,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.43323877453804016,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4322516620159149,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4316781163215637,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4313937723636627,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4307709336280823,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4294387996196747,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4300612807273865,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42937856912612915,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4286908805370331,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42829442024230957,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4278486669063568,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4271782338619232,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4271897077560425,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4268070459365845,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4258286654949188,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42536553740501404,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4252948462963104,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42470118403434753,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4246273636817932,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4240235388278961,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4229910671710968,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42451047897338867,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42290037870407104,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4222269058227539,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4220046401023865,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4214884638786316,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4208744168281555,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.42044153809547424,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4195988178253174,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4198857247829437,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41945385932922363,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41902676224708557,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41890159249305725,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4185996651649475,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4180164933204651,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41851481795310974,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4178418815135956,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41734498739242554,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4171786308288574,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41683802008628845,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4161487817764282,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41616174578666687,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4159291088581085,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41559872031211853,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4151175320148468,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41474467515945435,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4146535098552704,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4144071042537689,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4138549566268921,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4137286841869354,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41354861855506897,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41328945755958557,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4129086434841156,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41241294145584106,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41241440176963806,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.412086546421051,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41179949045181274,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4115007221698761,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.411100298166275,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4110724925994873,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4108034372329712,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4103880524635315,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.41024282574653625,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4099351465702057,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40968915820121765,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4093310534954071,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4090598225593567,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4087860584259033,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4084855020046234,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4085359573364258,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40815022587776184,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4080336391925812,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.407684862613678,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4075073301792145,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4071846306324005,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4067184031009674,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40670424699783325,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40646684169769287,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40642234683036804,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40617606043815613,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4061669111251831,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40582358837127686,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4055083394050598,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40501007437705994,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4046197533607483,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40426066517829895,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40415138006210327,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4038970172405243,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.40363624691963196,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4033816456794739,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_2,0.4028923809528351,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0784304067492485,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.07304657250642776,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.06079665943980217,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.05166061967611313,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.05163266882300377,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.051105648279190063,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.05066191032528877,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.050348080694675446,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.04948525130748749,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.04808618128299713,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.04635421931743622,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.04730125144124031,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.046083368360996246,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.044733040034770966,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.044727448374032974,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0431811697781086,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.04166791960597038,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.03984786942601204,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.03635011985898018,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.03883374109864235,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0357620008289814,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.03365064039826393,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.03272581845521927,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.031370509415864944,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.028329869732260704,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.026328179985284805,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.024426370859146118,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.021190520375967026,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.02093135006725788,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.01721145026385784,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.015288770198822021,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.012715199962258339,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.01150497980415821,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.01012996956706047,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.00830128975212574,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.007203349843621254,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.00574760977178812,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0057593900710344315,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.004606599919497967,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0034795200917869806,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.002808690071105957,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0018804699648171663,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,0.0009841499850153923,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,-0.0010625999420881271,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,-0.0026778599712997675,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,-0.00413434999063611,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,-0.00595516012981534,121
train,train_part_000.pt,NALYEG_linker_0_16,NALYEG_linker_0_16_w_CO2_3,-0.00782862026244402,121
